DishName,Rating,ReviewCount,Submitter,MadeIt,Servings,Calories,PrepTime,CookTime,Totaltime,Ingredients,Directions
French Bread Rolls to Die For,4.5851526260376,1090,JOCATLIN,1670,16,147,20 m,20 m,2 h 20 m,"['1 1/2 cups warm water (110 degrees F/45 degrees C)', '1 tablespoon active dry yeast', '2 tablespoons white sugar', '2 tablespoons vegetable oil', '1 teaspoon salt', '4 cups bread flour']","['In a large bowl, stir together warm water, yeast, and sugar. Let stand until creamy, about 10 minutes.', 'To the yeast mixture, add the oil, salt, and 2 cups flour. Stir in the remaining flour, 1/2 cup at a time, until the dough has pulled away from the sides of the bowl. Turn out onto a lightly floured surface, and knead until smooth and elastic, about 8 minutes. Lightly oil a large bowl, place the dough in the bowl, and turn to coat. Cover with a damp cloth, and let rise in a warm place until doubled in volume, about 1 hour.', 'Deflate the dough, and turn it out onto a lightly floured surface. Divide the dough into 16 equal pieces, and form into round balls. Place on lightly greased baking sheets at least 2 inches apart. Cover the rolls with a damp cloth, and let rise until doubled in volume, about 40 minutes. Meanwhile, preheat oven to 400 degrees F (200 degrees C).', 'Bake for 18 to 20 minutes in the preheated oven, or until golden brown.', '']"
Green Rice I,3.65116286277771,73,Andrea,76,6,333,10 m,50 m,1 h,"['2 1/2 cups water', '1 1/4 cups uncooked white rice', '1 (10 ounce) package spinach, chopped', '1 egg', '1 (12 fluid ounce) can evaporated milk', '1 cup shredded Cheddar cheese']","['Preheat oven to 350 degrees F (175 degrees C). Lightly oil a 2 quart casserole dish.', 'In a saucepan, combine water and rice, and bring to a boil. Reduce heat, cover, and simmer for 20 minutes. Remove from heat, and stir in the spinach, egg, evaporated milk, and cheese. Spoon into the prepared casserole dish.', 'Bake for 30 minutes in the preheated oven, or until middle is set.', '']"
Alison's Gluten-Free Bread,4.50925922393799,100,Alison,121,12,225,,,,"['1 egg', '1/3 cup egg whites', '1 tablespoon apple cider vinegar', '1/4 cup canola oil', '1/4 cup honey', '1 1/2 cups warm skim milk', '1 teaspoon salt', '1 tablespoon xanthan gum', '1/2 cup tapioca flour', '1/4 cup garbanzo bean flour', '1/4 cup millet flour', '1 cup white rice flour', '1 cup brown rice flour', '1 tablespoon active dry yeast']","['Place ingredients in the pan of the bread machine in the order recommended by the manufacturer. Select cycle; press Start. Five minutes into the cycle, check the consistency of the dough. Add additional rice flour or liquid if necessary.', 'When bread is finished, let cool for 10 to 15 minutes before removing from pan.', '']"
Chocolate Mint Layered Torte,4.625,7,"Land O'Lakes, Inc.",7,16,305,1 h 30 m,20 m,3 h 30 m,"['CAKE', '2 cups all-purpose flour', '1 1/2 cups sugar', '1 cup water', '1/2 cup unsweetened cocoa', '1/2 cup LAND O LAKES(R) Butter, softened*', '3 eggs', '1 1/4 teaspoons baking powder', '1 teaspoon baking soda', '1 teaspoon vanilla', 'FILLING', '1 pint chilled LAND O LAKES(R) Gourmet Heavy Whipping Cream', '1 1/2 teaspoons mint extract', '2 tablespoons sugar', 'GLAZE', '2 tablespoons LAND O LAKES(R) Butter', '1/2 cup real semisweet chocolate chips', '2 tablespoons light corn syrup', '1/4 teaspoon mint extract', 'Mint leaves, if desired']","['Heat oven to 350 degrees F.  Grease 2 (9-inch) round cake pans.  Line each pan with 9-inch round piece of waxed paper; grease waxed paper.  Set aside.', 'Combine all cake ingredients in large bowl.  Beat at medium speed, scraping bowl often, until smooth.', 'Pour batter evenly into prepared pans.  Bake for 20 to 25 minutes or until toothpick inserted in center comes out clean.  Cool 10 minutes; remove from pans.  Remove waxed paper.  Cool completely.', 'Combine chilled whipping cream and 1 1/2 teaspoons mint extract in small bowl.  Beat at high speed, scraping bowl often, until soft peaks form.  Continue beating, gradually adding 2 tablespoons sugar, until stiff peaks form. Reserve 1/2 cup filling for garnish; refrigerate.', 'Cut each cake layer horizontally in half using serrated knife.  To assemble torte, place one split cake layer on serving plate; spread with 1/3 filling.  Repeat with remaining cake layers and filling, ending with cake layer.  Refrigerate torte at least 1 hour.', 'Melt 2 tablespoons butter in 1-quart saucepan; stir in chocolate chips and corn syrup.  Cook over low heat, stirring constantly, until chocolate chips are melted (2 to 3 minutes).  Remove from heat; stir in 1/4 teaspoon mint extract.  Spread glaze over top of torte, allowing glaze to drip down sides.  Garnish with reserved 1/2 cup filling and mint leaves, if desired.  Refrigerate until serving time.', '']"
Zopf ,4.18918895721436,31,Victoria Marler,41,12,182,10 m,25 m,1 h 35 m,"['1 (.25 ounce) package active dry yeast', '1 1/3 cups warm milk', '1 egg yolk', '2 tablespoons butter, softened', '3 1/2 cups bread flour', '1 egg white', '1 tablespoon water']","['In a large bowl, dissolve yeast in warm milk. Let stand until creamy, about 10 minutes. Add the egg yolk, butter and 2 cups of bread flour; stir well to combine. Stir in the remaining flour, 1/2 cup at a time, beating well after each addition. When the dough has pulled together, turn it out onto a lightly floured surface and knead until smooth and elastic, about 8 minutes.', 'Divide the dough into 3 equal pieces and roll each piece into a 14 inch long cylinder. Braid the pieces together and place on a lightly greased baking sheet. Cover with a damp cloth and let rise until doubled in size, about 1 hour. Meanwhile, preheat oven to 425 degrees F (220 degrees C).', 'In a small bowl, beat together egg white and water. Brush risen loaf with egg wash and bake in preheated oven for 20 to 25, until golden.', '']"
Pizza Dough III,4.44905948638916,1030,Phyllis,1399,12,107,15 m,20 m,1 h 5 m,"['1 (.25 ounce) package active dry yeast', '1 cup warm water (110 degrees F/45 degrees C)', '2 cups bread flour', '2 tablespoons olive oil', '1 teaspoon salt', '2 teaspoons white sugar']","['In a small bowl, dissolve yeast in warm water. Let stand until creamy, about 10 minutes.', 'In a large bowl, combine 2 cups bread flour, olive oil, salt, white sugar and the yeast mixture; stir well to combine. Beat well until a stiff dough has formed. Cover and rise until doubled in volume, about 30 minutes. Meanwhile, preheat oven to 350 degrees F (175 degrees C).', 'Turn dough out onto a well floured surface. Form dough into a round and roll out into a pizza crust shape. Cover with your favorite sauce and toppings and bake in preheated oven until golden brown, about 20 minutes.', '']"
Cranberry Macadamia Bars,4.66666650772095,8,"Land O'Lakes, Inc.",8,25,107,20 m,35 m,55 m,"['CRUST', '2/3 cup all-purpose flour', '1/3 cup cold LAND O LAKES(R) Butter, cut into pieces*', '2 tablespoons sugar', 'FILLING', '1/2 cup flaked coconut', '1/2 cup coarsely chopped macadamia nuts', '1/2 cup dried cranberries', '1/3 cup sugar', '2 eggs, beaten', '1 teaspoon vanilla', '1/2 teaspoon baking powder', '1/4 teaspoon salt', 'GLAZE', '1 cup powdered sugar', '1 teaspoon grated orange peel', '2 tablespoons orange juice']","['Heat oven to 350 degrees F.  Combine all crust ingredients in small mixer bowl.  Beat at low speed, scraping bowl often, until mixture resembles coarse crumbs.  Press into ungreased 8-inch square baking pan.  Bake for 15 to 17 minutes or until lightly browned.', 'Meanwhile, combine all filling ingredients in medium bowl; mix well.  Carefully spread filling over hot, partially baked crust.  Bake for 22 to 27 minutes or until golden brown.', 'Meanwhile, combine powdered sugar, orange peel and enough orange juice for desired glazing consistency in a small bowl. Drizzle glaze over warm bars.  Cool completely.', '']"
Chocolate Chip Thumbprints,3.5,2,"Land O'Lakes, Inc.",2,24,129,40 m,10 m,1 h 20 m,"['COOKIE', '1/2 cup firmly packed brown sugar', '1/2 cup LAND O LAKES(R) Butter, softened*', '1 teaspoon vanilla extract', '1/2 teaspoon salt', '1 1/2 cups all-purpose flour', '1/4 cup miniature semi-sweet real chocolate chips ', '1/4 cup milk', 'Powdered sugar', 'FILLING', '3/4 cup miniature semi-sweet real chocolate chips ', '1 tablespoon shortening', '2 tablespoons light corn syrup', '1 teaspoon water', '1 teaspoon vanilla']","['Heat oven to 375 degrees F.  Combine brown sugar, butter, 1 teaspoon vanilla and salt in large bowl.  Beat at medium speed, scraping bowl often, until well mixed (1 to 2 minutes).  Reduce speed to low; add flour, 1/4 cup chocolate chips and milk.  Beat until well mixed (1 to 2 minutes).', 'Shape dough into 1-inch balls.  Place 1 inch apart onto ungreased cookie sheets.  Make indentation in center of each cookie with thumb.', 'Bake for 10 to 12 minutes or until lightly browned. (If necessary, make indentation in top of cookie again.)  Cool completely.  Sprinkle cookies with powdered sugar.', 'Melt 3/4 cup chocolate chips and shortening in 1-quart saucepan over low heat, stirring occasionally, until smooth (1 to 2 minutes).  Cool slightly.  Stir in corn syrup, water and vanilla.  Spoon about 1 teaspoon filling into each cookie indentation.', '']"
Gingerbread Pudding Cake,4.57499980926514,30,"Land O'Lakes, Inc.",30,12,379,30 m,40 m,1 h 10 m,"['2 1/2 cups all-purpose flour', '1 1/2 teaspoons baking soda', '1 1/4 teaspoons ground ginger', '1 teaspoon ground cinnamon', '1/2 teaspoon salt', '1/2 teaspoon ground allspice', '1/4 teaspoon ground nutmeg', '1/2 cup LAND O LAKES(R) Butter, softened*', '1/2 cup sugar', '1 egg', '1 cup molasses', '1 cup water', '3/4 cup firmly packed brown sugar', '1 1/2 cups hot water', '1/3 cup LAND O LAKES(R) Butter, melted']","['Heat oven to 350 degrees F.  Combine flour, baking soda, ginger, cinnamon, salt, allspice and nutmeg in medium bowl; set aside.', 'Beat 1/2 cup butter and sugar in large bowl on medium speed until creamy. Add egg; continue beating until well mixed.  Reduce speed to low.  Continue beating, alternately adding flour mixture with molasses and 1 cup water, beating after each addition just until mixed.', 'Pour batter into 13x9-inch ungreased baking pan; sprinkle with 3/4 cup brown sugar.', 'Combine 1 1/2 cups hot water and 1/3 cup melted butter in medium bowl; carefully pour over top of batter.  Bake for 40 to 55 minutes or until gingerbread is cracked on top and toothpick inserted in center comes out clean.  Serve warm with ice cream, if desired.', '']"
Blueberry Cream Muffins,4.58620691299438,1271,KK3,1961,24,281,10 m,20 m,30 m,"['4 eggs', '2 cups white sugar', '1 cup vegetable oil', '1 teaspoon vanilla extract', '4 cups all-purpose flour', '1 teaspoon salt', '1 teaspoon baking soda', '2 cups sour cream', '2 cups blueberries']","['Preheat oven to 400 degrees F (200 degrees C). Grease 24 muffin cups or line with paper muffin liners.', 'In large bowl beat eggs, gradually add sugar while beating. Continue beating while slowly pouring in oil. Stir in  vanilla. In a separate bowl, stir together flour, salt and baking soda.', 'Stir dry ingredients into egg mixture alternately with sour cream. Gently fold in blueberries. Scoop batter into prepared muffin cups.', 'Bake in preheated oven for 20 minutes.', '']"
Chocolate Butter Cookies,4.14285707473755,5,"Land O'Lakes, Inc.",5,36,75,30 m,7 m,2 h 40 m,"['3/4 cup white sugar', '3/4 cup LAND O LAKES(R) Butter, softened*', '1 egg', '1 teaspoon almond extract', '1 2/3 cups all-purpose flour', '1/3 cup unsweetened cocoa']","['Combine sugar and butter in large bowl.  Beat at medium speed, scraping bowl often, until creamy (1 to 2 minutes).  Add egg and almond extract; continue beating until well mixed (1 minute).  Reduce speed to low; beat, gradually adding flour and cocoa and scraping bowl often, until well mixed (1 to 2 minutes).', 'Divide dough into thirds.  Wrap each third in plastic food wrap; refrigerate until firm (2 hours or overnight).', 'Heat oven to 375 degrees F.  Shape dough with floured hands, one-third at a time (keep remaining dough refrigerated), into 1-inch balls.  Form balls into desired shapes (balls, squares, logs, etc.).  Place 1 inch apart onto ungreased cookie sheets.  Bake for 7 to 9 minutes or until set (surface may crack slightly).  Cool completely.  Decorate as desired.', '']"
Golden Lemon Pound Cake,4.33734941482544,59,"Land O'Lakes, Inc.",59,16,345,15 m,55 m,2 h 40 m,"['CAKE', '2 cups sugar', '1 cup LAND O LAKES(R) Butter, softened*', '4 eggs', '3 cups all-purpose flour', '1/2 teaspoon baking powder', '1/2 teaspoon baking soda', '1/2 teaspoon salt', '3/4 cup buttermilk**', '1 tablespoon grated lemon peel', '1 tablespoon lemon juice', 'GLAZE', '1 1/4 cups powdered sugar', '2 teaspoons lemon juice', '1 tablespoon milk']","['Heat oven to 325 degrees F.  Beat sugar and butter in large bowl at medium speed, scraping bowl often, until creamy.  Continue beating, adding eggs one at a time, until well mixed.', 'Reduce speed to low.  Beat, gradually adding flour, baking powder, baking soda and salt alternately with buttermilk and scraping bowl often, until well mixed.  Add lemon peel and 1 tablespoon lemon juice.  Continue beating until well mixed.', 'Spread batter into greased and floured 12-cup Bundt (R) pan or 10-inch angelfood cake (tube) pan.  Bake for 55 to 65 minutes or until toothpick inserted in center comes out clean.  Cool 10 minutes; remove from pan.  Cool completely.', 'Stir together powdered sugar, 2 teaspoons lemon juice and enough milk for desired glazing consistency in small bowl.  Drizzle over cooled cake.', '']"
BB's Chicken,4.36666679382324,29,Barbara,34,6,843,10 m,2 h,2 h 10 m,"['6 skinless, boneless chicken breast halves', '6 slices Swiss cheese', '1 (10.75 ounce) can condensed cream of celery soup', '1/2 cup cooking sherry', '1 (12 ounce) package herb-seasoned dry bread stuffing mix', '3/4 cup butter, melted']","['Preheat oven to 325 degrees F (165 degrees C).  Grease a 9x13 inch baking dish.', 'Lay chicken breasts in the bottom of the pan and place a piece of Swiss cheese on each breast.', 'In a small bowl or measuring cup combine soup with sherry.  Pour over chicken.', 'Combine stuffing and melted butter; spread over chicken.', 'Bake, covered, in preheated oven for 60 minutes.  Uncover and bake for another 60 minutes.', '']"
Egg Fried Rice,4.02252244949341,152,Krista B,232,4,145,5 m,15 m,20 m,"['1 cup water', '1/2 teaspoon salt', '2 tablespoons soy sauce', '1 cup uncooked instant rice', '1 teaspoon vegetable oil', '1/2 onion, finely chopped', '1/2 cup green beans', '1 egg, lightly beaten', '1/4 teaspoon ground black pepper']","['In a saucepan bring water, salt and soy sauce to a boil.  Add rice and stir.  Remove from heat, cover and let stand 5 minutes.', 'Heat oil in a medium skillet or wok over medium heat.  Saute onions and green beans for 2 to 3 minutes.  Pour in egg and fry for 2 minutes, scrambling egg while it cooks.', 'Stir in the cooked rice, mix well and sprinkle with pepper.', '']"
Summer Thyme Bread,3,3,ruth,3,12,146,5 m,2 h 55 m,3 h,"['1/4 cup egg substitute', '3/4 cup water', '1 teaspoon salt', '1 1/2 teaspoons olive oil', '1 teaspoon lime juice', '3 cups bread flour', '1/2 cup instant mashed potato flakes', '1 1/2 teaspoons minced fresh thyme', '1 tablespoon white sugar', '1 teaspoon active dry yeast']","['Place ingredients in the pan of the bread machine in the order recommended by the manufacturer. Select Dough cycle; press Start.', 'At end of cycle, remove dough onto a floured board, shape into a ball, cover and let rest for 15 minutes.', 'Shape into a loaf, place in a lightly greased 9x5 inch loaf pan, and let rise, covered, for 45 minutes. Meanwhile, preheat oven to 375 degrees F (190 degrees C).', 'Slash top of loaf with a sharp knife or razor blade. Sprinkle a bit of flour on top. Bake in preheated 375 degree oven for 30 minutes, or until loaf is golden brown and sound hollow when tapped. Remove loaf onto a wire rack and let cool.', '']"
