DishName,Rating,ReviewCount,Submitter,MadeIt,Servings,Calories,PrepTime,CookTime,Totaltime,Ingredients,Directions,,,,,,,,,,,
Orange Cream Cheese Frosting,4.583333492,56,Debbie Rowe,27,50,45,,,,"['3 ounces cream cheese, softened', '2 tablespoons butter, softened', '1 teaspoon orange zest', '2 tablespoons fresh orange juice', ""2 1/2 cups confectioners' sugar"", '3/4 cup chopped walnuts']","[""Beat cream cheese, butter or margarine, orange peel, and orange juice until creamy.  Beat in confectioner's sugar until blended and smooth."", 'Spread  about 1 1/2 teaspoons on each cooled cookie. Sprinkle with walnuts.', 'Let icing set 1 to 2 hours. Refrigerate in an airtight container with waxed paper between layers up to 1 week.', '']",,,,,,,,,,,
Poppy Seed Pinwheels,3.5,4,Martha,0,12,280,,,,"['1/2 cup white sugar', '1/2 cup butter', '1 3/4 cups all-purpose flour', '1/2 teaspoon vanilla extract', '1/4 teaspoon salt', '1 egg', '1/2 cup poppy seeds', '1/2 cup ground walnuts', '1/4 cup honey', '1/4 teaspoon ground cinnamon', '3/4 teaspoon orange zest', '4 tablespoons butter']","['In a large bowl, beat sugar and 1/2 cup butter with mixer at high speed until light and fluffy.  Add flour, vanilla, salt, and egg; beat on low speed until blended, occasionally scraping bowl.', 'Shape dough into ball.  Wrap and refrigerate 1 hour, until firm enough to handle.', 'To Make Filling:  Stir remaining ingredients and 4 Tablespoons butter untl mixed.  Set aside.', 'On waxed paper, roll half of dough into 10 by 8 inch rectangle. Spread dough with half of the poppy seed mixture.  Starting at narrow side, roll jelly-roll fashion.  Wrap and refrigerate 1 hour, until firm.  Repeat with remaining dough and filling.', 'Preheat oven to 375 degrees F (190 degrees C).', 'Slice one roll cross-wise into 1/4 inch thick slices.  Place 1/2 inch apart on ungreased cookie sheet. Bake 10 to 12 minutes, until lightly browned.  Cool on wire rack and repeat with remaining dough.', '']",,,,,,,,,,,
Whipped Cream Frosting,3.876712322,64,Linda Garrett,16,32,84,,,,"['2 tablespoons all-purpose flour', '1 cup milk', '1 cup white sugar', '1/2 cup butter', '1/2 cup shortening']","['Cook flour and milk over low heat until thick.', 'Cream together sugar, butter and shortening until smooth.  (Sounds greasy, but it is good and mixes in.)', 'When the flour mixture is cool add a small amount to the sugar mixture and beat. Continue to add small amounts of the flour and milk mixture to the sugar mixture until it is all mixed in.  Whip until it is has the texture of whipped cream.  This is best when it is made a few hours or the day before. Enjoy!!', '']",,,,,,,,,,,
Pecan Clouds,4.608695507,37,CHEF621,22,24,90,15 m,1 h 30 m,1 h 45 m,"['2 egg whites', '1 teaspoon vanilla extract', '3/4 cup packed light brown sugar', '2 cups pecan halves']","['Preheat oven to 250 degrees F (120 degrees C). Lightly grease a cookie sheet.', 'In a large glass or metal mixing bowl, beat egg whites to soft peaks. Gradually add sugar, continuing to beat until whites form stiff peaks. Stir in vanilla and pecans. Drop mounded spoonfuls onto the prepared cookie sheet.', 'Bake 1 hour in the preheated oven. Turn off heat, and allow to remain in oven at least another 30 minutes, or until the centers of cookies are dry.', '']",,,,,,,,,,,
Soft Christmas Cookies,4.451612949,993,Georgie Bowers,1148,48,97,20 m,8 m,3 h,"['3 3/4 cups all-purpose flour', '1 teaspoon baking powder', '1/2 teaspoon salt', '1 cup margarine, softened', '1 1/2 cups white sugar', '2 eggs', '2 teaspoons vanilla extract']","['Sift flour, baking powder, and salt together, set aside.  In a large bowl, cream together the margarine and sugar until light and fluffy. Beat in the eggs one at a time, then stir in the vanilla. Gradually blend in the sifted ingredients until fully absorbed. Cover dough, and chill for 2 hours.', 'Preheat oven to 400 degrees F (200 degrees C). Grease cookie sheets. On a clean floured surface, roll out small portions of chilled dough to 1/4 inch thickness. Cut out shapes using cookie cutters.', 'Bake 6 to 8 minutes in the preheated oven, or until edges are barely brown. Remove from cookie sheets to cool on wire racks.', '']",,,,,,,,,,,
Pumpkin Chocolate Chip Cookies II,4.19148922,40,Stephanie,17,18,224,,,,"['1 cup canned pumpkin', '1 cup white sugar', '1/2 cup vegetable oil', '1 egg', '1 teaspoon vanilla extract', '2 cups all-purpose flour', '2 teaspoons baking powder', '1 teaspoon ground cinnamon', '1/8 teaspoon ground nutmeg', '1/2 teaspoon baking soda', '1 teaspoon milk', '1 cup semisweet chocolate chips', '1/2 cup chopped walnuts']","['Preheat oven to 375 degrees F (190 degrees C).', 'Mix in a large bowl, pumpkin, sugar, vegetable oil, egg and vanilla.  Blend well.', 'In a separate bowl, combine flour, baking powder, cinnamon, nutmeg, and baking soda.  Stir into pumpkin mixture, add the milk. Blend well.  Stir in the chocolate chips and nuts.', 'Use teaspoon to drop cookies on baking sheet. Bake 8 - 10 minutes.', '']",,,,,,,,,,,
Make Ahead Butter Balls,3.75,4,Lynn,2,12,147,,,,"['2 cups Make Ahead Cookie Mix', '1 cup brown sugar', '1/2 cup white sugar', '2 tablespoons butter', '1 teaspoon vanilla extract', '1/2 cup chopped walnuts', '1 egg', ""1/3 cup confectioners' sugar for decoration""]","['Preheat oven to 375 degrees F (190 degrees C).', 'Combine Make Ahead Cookie Mix with sugar, butter, vanilla, egg and chopped nuts.  Mix well.', ""Shape dough into balls.  Bake 11 to 16 minutes.  Let cool.  Roll in confectioners'  sugar."", '']",,,,,,,,,,,
Sponge Fingers,3.75,3,Valerie,1,12,372,,,,"['6 eggs', '1 1/2 cups white sugar', '1 cup vegetable oil', '1 teaspoon anise extract', '2 cups all-purpose flour', '2 1/2 teaspoons baking powder']","['Preheat oven to 350 degrees F (180 degrees C).', 'Beat six eggs.  Add sugar, oil, and anise flavoring and mix well.', 'Mix in the flour and baking powder.  Beat well.', 'Smooth batter into  a 10 x 15 inch  greased and floured pan.  Bake for 25 - 30 minutes.  Cool then cut in strips.', '']",,,,,,,,,,,
Fudge Frosting,4.5,52,Martha,59,16,84,,,,"['1 1/2 (1 ounce) squares unsweetened chocolate', '1/4 cup butter', ""1 1/2 cups confectioners' sugar"", '1 egg white', '1 teaspoon vanilla extract']","['Melt chocolate and butter in small heavy saucepan over low heat; stir to blend.', 'Beat in powdered sugar. Beat in egg white and vanilla, adding a little water, if necessary, to make smooth, slightly soft frosting. Spoon over Chocolate Frosted Marshmallow Cookies cookies to cover marshmallows.', '']",,,,,,,,,,,
Melt in your Mouth Cookies I,3.836734772,41,EVANSDL,2,12,267,,,,"['1 cup butter', ""1/3 cup confectioners' sugar"", '1 teaspoon vanilla extract', '1 cup all-purpose flour', '3/4 cup cornstarch', ""1 cup confectioners' sugar"", '1 tablespoon melted butter', '1 teaspoon vanilla extract', '1 tablespoon milk']","['Preheat oven to 350 degrees F (180 degrees C).', ""Cream 1 cup butter, 1/3 cup confectioner's sugar and vanilla. Sift flour and cornstarch and add to creamed mixture."", 'Drop by teaspoon on greased cookie sheet.  Bake for 12 to 14 minutes.  Watch carefully!', 'Combine 1 cup powdered sugar, melted butter, and 1 teaspoon vanilla.  Add enough milk or cream to make spreadable.  Spread on warm cookies.', '']",,,,,,,,,,,
Christmas Ornament Cookies,4.633333206,23,Pam Uribarri,30,12,381,,,,"['1/2 cup butter', '2/3 cup packed brown sugar', '1 egg', '1/3 cup molasses', '2 3/4 cups all-purpose flour', '1 teaspoon baking soda', '2 teaspoons ground cinnamon', '1 teaspoon ground ginger', '1/2 teaspoon ground nutmeg', '1/3 cup butter', ""2 cups sifted confectioners' sugar"", '1 tablespoon milk', '1/2 teaspoon vanilla extract']","['Preheat oven to 375 degrees F (190 degrees C).', 'Cream 1/2 cup of butter or  margarine. Add brown sugar and beat. Beat in egg and molasses. In a separate bowl, combine 2 3/4 cups of flour, soda and spices. Add to butter mixture. Blend well.', 'Roll dough out 1/8 inch thick on floured surface. Cut into shapes. Bake for 6-8 minutes.', 'To Make Frosting:  Cream 1/3 cup butter.  Gradually add 2 cups sifted confectioners sugar, 1 tablespoon milk and 1/2 teaspoon vanilla.  Beat until smooth. Put in a pastry bag with small tip and decorate cookies.', '']",,,,,,,,,,,
Cranberry Almond Biscotti,4.4140625,104,KATHIANNE,73,15,189,30 m,50 m,1 h 30 m,"['2 1/4 cups all-purpose flour', '1 cup white sugar', '1 teaspoon baking powder', '1/2 teaspoon baking soda', '2 egg whites', '2 eggs', '1 tablespoon vanilla extract', '3/4 cup sliced almonds', '1 cup sweetened-dried cranberries']","['Preheat oven to 325 degrees F (170 degrees C).', 'Combine dry ingredients in a medium sized mixing bowl. Whisk together eggs, egg whites, and vanilla or almond extract in a separate mixing bowl.', 'Add egg mixture  to dry ingredients, mixing just until moist, using an electric mixer on medium speed. Add dried cranberries and almonds; mix thoroughly.', 'On floured surface, divide batter in half and pat each half into a log approximately 14 inches long and 1 1/2 inches thick. Place on a cookie sheet and bake 30 minutes or until firm. Cool on a wire rack about 10 minutes, or until cool enough to handle.', 'Cut biscotti on the diagonal into 1/2-inch slices. Reduce oven temperature to 300 degrees F (150 degrees C).  Place cut biscotti upright on a cookie sheet, spacing them about an inch apart, and bake for an additional 20 minutes. Let cool and store in a loosely covered container.', '']",,,,,,,,,,,
Crispy Rice Cereal Balls,4.4375,24,Edna,24,12,276,,,,"['1 cup peanut butter', ""1 cup confectioners' sugar"", '1 cup crisp rice cereal', '3 tablespoons melted butter', '1 cup semisweet chocolate chips', '1 tablespoon shortening']","[""Mix together peanut butter, confectioners' sugar, crispy rice cereal, and melted butter."", 'Roll into balls and place on wax paper til all mixture is used.', 'Melt chocolate chips and shortening together.  Dip balls into this mixture, set on wax paper again and let harden.', '']",,,,,,,,,,,
Seven Minute Frosting I,4.348484993,56,Karen Davenport,20,48,25,,,,"['2 egg whites', '1 pinch salt', '1 1/2 cups white sugar', '1/3 cup water', '1/4 teaspoon cream of tartar', '1 teaspoon vanilla extract']","['In the top of a double boiler,  combine all ingredients but the vanilla.     Beat 1 minute.', 'Cook over boiling water beating constantly for 7 minutes or until the icing makes firm peaks.  Remove from the heat and add the vanilla.  Beat until able to spread.  NOTE: You can add coloring with the ingredients.  You can also use another flavoring in place of the vanilla.', '']",,,,,,,,,,,
George's Chocolate Chip Cookies,4.333333492,22,Renee Mercer,6,42,372,,,,"['2 cups butter', '2 cups packed brown sugar', '2 cups white sugar', '4 eggs', '1 teaspoon vanilla extract', '5 cups rolled oats', '4 cups all-purpose flour', '2 teaspoons baking powder', '2 teaspoons baking soda', '1 cup milk chocolate chips', '3 cups dark chocolate chips', '12 (1 ounce) squares German sweet chocolate, chopped']","['Preheat oven to 375 degrees F (190 degrees C).', 'Combine butter, sugar, eggs and vanilla.  In a blender or food processor, process the oats until finely chopped.  Then, in separate bowl, combine chopped oatmeal, flour, baking powder and baking soda.  Add flour mixture to butter mixture.  Gradually add the chopped milk chocolate chips and whole chocolate chips.', 'Roll dough into golf ball size balls.  Press with fork.   Bake for 6 to 8 minutes.  Do not overbake.  When they come out of the oven, the cookies will be soft.  Place a chocolate chunk in the center.', '']",,,,,,,,,,,
Key Lime Cookies I,3.98130846,94,Pam,28,36,74,20 m,10 m,50 m,"['1/2 cup butter', '1 cup white sugar', '1 egg', '1 egg yolk', '1 1/2 cups all-purpose flour', '1 teaspoon baking powder', '1/2 teaspoon salt', '1/4 cup fresh lime juice', '1 1/2 teaspoons grated lime zest', ""1/2 cup confectioners' sugar for decoration""]","['Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets.', 'In a large bowl, cream butter, sugar, egg, and egg yolk until smooth. Stir in lime juice and lime zest. Combine the flour, baking powder, and salt; blend into the creamed mixture. Form dough into 1/2 inch balls, and arrange on the prepared cookie sheet.', ""Bake 8 to 10 minutes in the preheated oven, or until lightly browned. Cool on wire racks. Sift confectioners' sugar over cookies while still warm."", '']",,,,,,,,,,,
Sandtarts I,4.5,3,May,0,18,214,,,,"['1 1/2 cups white sugar', '1 cup butter, melted', '2 eggs', '2 cups all-purpose flour', '1/2 teaspoon baking soda', '1 1/2 teaspoons vanilla extract']","['Mix sugar, butter or margarine and eggs.  Add dry ingredients and mix well.', 'Let dough stand for 20 minutes.', 'Preheat oven to 350 degrees F (180 degrees C).', 'Drop 1/2 teaspoon-full  2 inches apart on greased, floured cookie sheet.  Bake 10 minutes or less, until edges tan.  Sprinkle with cinnamon or sugar.', '']",,,,,,,,,,,
Apricot Cream Cheese Thumbprints,4.454212666,234,Mellan,86,84,89,15 m,15 m,2 h 30 m,"['1 1/2 cups butter, softened', '1 1/2 cups white sugar', '1 (8 ounce) package cream cheese, softened', '2 eggs', '2 tablespoons lemon juice', '1 1/2 teaspoons lemon zest', '4 1/2 cups all-purpose flour', '1 1/2 teaspoons baking powder', '1 cup apricot preserves', ""1/3 cup confectioners' sugar for decoration""]","['In a large bowl, cream together the butter, sugar, and cream cheese until smooth. Beat in the eggs one at a time, then stir in the lemon juice and lemon zest. Combine the flour and baking powder; stir into the cream cheese mixture until just combined. Cover, and chill until firm, about 1 hour.', 'Preheat oven to 350 degrees F (175 degrees C). Roll tablespoonfuls of dough into balls, and place them 2 inches apart on ungreased cookie sheets. Using your finger, make an indention in the center of each ball, and fill with 1/2 teaspoon of apricot preserves.', ""Bake for 15 minutes in the preheated oven, or until edges are golden. Allow cookies to cool on the baking sheets for 2 minutes before removing to wire racks to cool completely. Sprinkle with confectioner's sugar."", '']",,,,,,,,,,,
Sand Tarts,4.900000095,17,Robin,4,24,153,15 m,20 m,1 h 40 m,"['1 cup unsalted butter', ""1/2 cup confectioners' sugar"", '1 teaspoon vanilla extract', '2 cups all-purpose flour', '1 cup chopped walnuts', ""1/4 cup confectioners' sugar, or as needed""]","[""Beat butter in large bowl until light. Beat in 1/2 cup confectioner's sugar and vanilla. Add flour and mix until just blended. Stir in nuts. Shape dough into a ball, then flatten into a disc. Wrap in plastic wrap and refrigerate until cold."", 'Preheat oven to 325 degrees F (170 degrees C). Line cookie sheets with parchment paper.', 'Shape dough into 1 inch balls. Place on prepared sheets, spacing evenly. Bake about 20 minutes, or until firm and lightly colored.', ""Sift 1/4 cup confectioners' sugar into a bowl. Transfer cookies to confectioners' sugar while still warm and roll gently to coat. Immediately transfer cookies to plastic bag and seal (this makes the cookies sweat and form an icing). Let stand 5 minutes in the bag. Transfer to rack and cool."", '']",,,,,,,,,,,
Cherry Bell Cookies,4.53125,29,Robin J.,1,30,214,,,,"['3 cups all-purpose flour', '1/2 teaspoon baking soda', '1/2 teaspoon salt', '1 teaspoon ground ginger', '1/2 teaspoon instant coffee granules', '1 cup butter', '1 1/4 cups packed brown sugar', '1/4 cup dark corn syrup', '1 egg, beaten', '1 tablespoon cream', '1/3 cup packed brown sugar', '1 tablespoon butter', '3 tablespoons cherry juice', '1 1/2 cups chopped walnuts', '60 maraschino cherries, halved']","['Sift together: 3 cups flour, 1/2 teaspoon baking soda, 1/2 teaspoon salt, 1  teaspoon ginger and  1/2 teaspoon instant coffee.    Put aside.', 'Cream 1 cup butter or margarine.  Add 1 1/4 cups brown sugar.  Cream well.  Blend in dark corn syrup,  egg, and  cream.  Add dry ingredients and mix well.', 'Roll out dough, 1/3 at a time on floured board to 1/8 inch  thickness. Cut cookies into 2 1/2 inch rounds.  Place on ungreased cookie sheet.', 'To Make Filling:  Combine 1/3 firmly packed brown sugar, 1 tablespoon butter, 3 tablespoons cherry juice. Stir in 1 1/2 cups chopped nuts, chopped fine.', 'Place 1/2 teaspoon filling in center of each round.  Shape into a bell by folding sides of dough to meet over the filling using spatula to fold over sides. Make top of bell narrower than at the clapper end.  Place 1/2 of a maraschino cherry (cut side down) at open end of each bell for clapper.  Bake at 350 degrees F for 12-15 minutes.', '']",,,,,,,,,,,
